unit_id,source_normalized_id,name,level,unit_type,unit_class,parent_id,region_id,subregion_id
parish:mpigi-mpigi-town-council-kakoola-ward,D030-C162-S004-P016,KAKOOLA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-konkoma-ward,D030-C162-S004-P017,KONKOMA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-kyali-ward,D030-C162-S004-P018,KYALI WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-lwanga-ward,D030-C162-S004-P019,LWANGA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-maziba-ward,D030-C162-S004-P020,MAZIBA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-ward-a,D030-C162-S004-P021,WARD A,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-ward-b,D030-C162-S004-P022,WARD B,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-ward-c,D030-C162-S004-P023,WARD C,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-mpigi-town-council-ward-d,D030-C162-S004-P024,WARD D,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-mpigi-town-council,region:central,subregion:buganda
parish:mpigi-muduma-bulerejje,D030-C162-S005-P025,BULEREJJE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-muduma-jjeza,D030-C162-S005-P026,JJEZA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-muduma-lugyo,D030-C162-S005-P027,LUGYO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-muduma-magala,D030-C162-S005-P028,MAGALA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-muduma-malima,D030-C162-S005-P029,MALIMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-muduma-mbazzi,D030-C162-S005-P030,MBAZZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-muduma-tiribogo,D030-C162-S005-P031,TIRIBOGO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-muduma,region:central,subregion:buganda
parish:mpigi-buwama-bunjako,D030-C163-S001-P001,BUNJAKO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-buwama,region:central,subregion:buganda
parish:mpigi-buwama-bulunda,D030-C163-S001-P005,BULUNDA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-buwama,region:central,subregion:buganda
parish:mpigi-buwama-kawumba,D030-C163-S001-P009,KAWUMBA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-buwama,region:central,subregion:buganda
parish:mpigi-buwama-sango,D030-C163-S001-P010,SANGO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-buwama,region:central,subregion:buganda
parish:mpigi-kituntu-kagenda,D030-C163-S002-P011,KAGENDA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-kituntu-kantiini,D030-C163-S002-P012,KANTIINI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-kituntu-bukemba,D030-C163-S002-P013,BUKEMBA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-kituntu-kasozi,D030-C163-S002-P014,KASOZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-kituntu-luwunga,D030-C163-S002-P015,LUWUNGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-kituntu-migamba,D030-C163-S002-P016,MIGAMBA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-kituntu-nkasi,D030-C163-S002-P017,NKASI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-kituntu,region:central,subregion:buganda
parish:mpigi-nkozi-golo,D030-C163-S003-P019,GOLO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-nkozi,region:central,subregion:buganda
parish:mpigi-nkozi-mugge,D030-C163-S003-P021,MUGGE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-nkozi,region:central,subregion:buganda
parish:mpigi-nkozi-bukunge,D030-C163-S003-P023,BUKUNGE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-nkozi,region:central,subregion:buganda
parish:mpigi-nkozi-nindye,D030-C163-S003-P025,NINDYE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mpigi-nkozi,region:central,subregion:buganda
parish:mpigi-buwama-town-council-jalamba-ward,D030-C163-S004-P002,JALAMBA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-buwama-town-council,region:central,subregion:buganda
parish:mpigi-buwama-town-council-lubugumu-ward,D030-C163-S004-P003,LUBUGUMU WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-buwama-town-council,region:central,subregion:buganda
parish:mpigi-buwama-town-council-mbizinya-ward,D030-C163-S004-P004,MBIZINYA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-buwama-town-council,region:central,subregion:buganda
parish:mpigi-buwama-town-council-buyijja-ward,D030-C163-S004-P006,BUYIJJA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-buwama-town-council,region:central,subregion:buganda
parish:mpigi-buwama-town-council-nabiteete-ward,D030-C163-S004-P007,NABITEETE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-buwama-town-council,region:central,subregion:buganda
parish:mpigi-buwama-town-council-bongole-ward,D030-C163-S004-P008,BONGOLE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-buwama-town-council,region:central,subregion:buganda
parish:mpigi-kayabwe-town-council-busese-ward,D030-C163-S005-P018,BUSESE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-kayabwe-town-council,region:central,subregion:buganda
parish:mpigi-kayabwe-town-council-kayabwe-ward,D030-C163-S005-P020,KAYABWE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-kayabwe-town-council,region:central,subregion:buganda
parish:mpigi-kayabwe-town-council-nabusanke-ward,D030-C163-S005-P022,NABUSANKE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-kayabwe-town-council,region:central,subregion:buganda
parish:mpigi-kayabwe-town-council-nakibanga-ward,D030-C163-S005-P024,NAKIBANGA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mpigi-kayabwe-town-council,region:central,subregion:buganda
parish:mubende-kiruuma-kijaagi,D031-C166-S001-P001,KIJAAGI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiruuma,region:central,subregion:buganda
parish:mubende-kiruuma-kirwanyi,D031-C166-S001-P002,KIRWANYI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiruuma,region:central,subregion:buganda
parish:mubende-kiruuma-kasolokamponye,D031-C166-S001-P009,KASOLOKAMPONYE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiruuma,region:central,subregion:buganda
parish:mubende-kiruuma-kituule,D031-C166-S001-P012,KITUULE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiruuma,region:central,subregion:buganda
parish:mubende-kiruuma-makuukuulu,D031-C166-S001-P013,MAKUUKUULU,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiruuma,region:central,subregion:buganda
parish:mubende-butoloogo-kyeza,D031-C166-S002-P004,KYEZA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-butoloogo,region:central,subregion:buganda
parish:mubende-butoloogo-kalama,D031-C166-S002-P008,KALAMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-butoloogo,region:central,subregion:buganda
parish:mubende-butoloogo-kidongo,D031-C166-S002-P010,KIDONGO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-butoloogo,region:central,subregion:buganda
parish:mubende-butoloogo-kisagazi,D031-C166-S002-P011,KISAGAZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-butoloogo,region:central,subregion:buganda
parish:mubende-butoloogo-kanyogoga,D031-C166-S002-P045,KANYOGOGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-butoloogo,region:central,subregion:buganda
parish:mubende-kiyuuni-katente,D031-C166-S005-P029,KATENTE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiyuuni,region:central,subregion:buganda
parish:mubende-kiyuuni-kijumba,D031-C166-S005-P032,KIJUMBA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kiyuuni,region:central,subregion:buganda
parish:mubende-madudu-kansambya,D031-C166-S006-P014,KANSAMBYA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-madudu,region:central,subregion:buganda
parish:mubende-madudu-kabulamuliro,D031-C166-S006-P034,KABULAMULIRO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-madudu,region:central,subregion:buganda
parish:mubende-madudu-kakenzi,D031-C166-S006-P035,KAKENZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-madudu,region:central,subregion:buganda
parish:mubende-madudu-kikoma,D031-C166-S006-P036,KIKOMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-madudu,region:central,subregion:buganda
parish:mubende-madudu-naluwondwa,D031-C166-S006-P037,NALUWONDWA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-madudu,region:central,subregion:buganda
parish:mubende-bagezza-kalagala,D031-C221-S001-P011,KALAGALA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-bagezza,region:central,subregion:buganda
parish:mubende-bagezza-mugungulu,D031-C221-S001-P014,MUGUNGULU,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-bagezza,region:central,subregion:buganda
parish:mubende-bagezza-kijjojolo,D031-C221-S001-P024,KIJJOJOLO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-bagezza,region:central,subregion:buganda
parish:mubende-kibalinga-kaabowa,D031-C221-S002-P002,KAABOWA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-kibalinga-a,D031-C221-S002-P004,KIBALINGA A,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-kibalinga-b,D031-C221-S002-P008,KIBALINGA B,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-kasaana,D031-C221-S002-P013,KASAANA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-kisombwa,D031-C221-S002-P026,KISOMBWA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-ntungamo,D031-C221-S002-P042,NTUNGAMO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-kabubbu,D031-C221-S002-P049,KABUBBU,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kibalinga-nkandwa,D031-C221-S002-P050,NKANDWA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kibalinga,region:central,subregion:buganda
parish:mubende-kasambya-butuuti,D031-C221-S003-P003,BUTUUTI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-kamusongole,D031-C221-S003-P012,KAMUSONGOLE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-kabbo,D031-C221-S003-P017,KABBO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-muyinayina,D031-C221-S003-P021,MUYINAYINA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-kirolero,D031-C221-S003-P025,KIROLERO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-lwegula,D031-C221-S003-P027,LWEGULA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-nkinga,D031-C221-S003-P029,NKINGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-kasambya-kyakasa,D031-C221-S003-P047,KYAKASA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kasambya,region:central,subregion:buganda
parish:mubende-lubimbiri-kitonzi,D031-C221-S004-P001,KITONZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-lubimbiri,region:central,subregion:buganda
parish:mubende-lubimbiri-kafundezi,D031-C221-S004-P010,KAFUNDEZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-lubimbiri,region:central,subregion:buganda
parish:mubende-lubimbiri-kalokalungi,D031-C221-S004-P031,KALOKALUNGI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-lubimbiri,region:central,subregion:buganda
parish:mubende-lubimbiri-maaya,D031-C221-S004-P032,MAAYA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-lubimbiri,region:central,subregion:buganda
parish:mubende-lubimbiri-lubimbiri,D031-C221-S004-P048,LUBIMBIRI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-lubimbiri,region:central,subregion:buganda
parish:mubende-kigando-dyangoma,D031-C221-S008-P005,DYANGOMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-kigando-kacwamango,D031-C221-S008-P009,KACWAMANGO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-kigando-bubanda,D031-C221-S008-P015,BUBANDA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-kigando-kigando,D031-C221-S008-P019,KIGANDO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-kigando-lusiba,D031-C221-S008-P023,LUSIBA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-kigando-mugolodde,D031-C221-S008-P028,MUGOLODDE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-kigando-kiyonga,D031-C221-S008-P041,KIYONGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kigando,region:central,subregion:buganda
parish:mubende-nabingoola-kabalungi,D031-C221-S009-P016,KABALUNGI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-nabingoola,region:central,subregion:buganda
parish:mubende-nabingoola-kasasa,D031-C221-S009-P033,KASASA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-nabingoola,region:central,subregion:buganda
parish:mubende-nabingoola-kiteera,D031-C221-S009-P035,KITEERA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-nabingoola,region:central,subregion:buganda
parish:mubende-nabingoola-kiyita,D031-C221-S009-P046,KIYITA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-nabingoola,region:central,subregion:buganda
parish:mubende-kasambya-town-council-kisizire-ward,D031-C221-S010-P006,KISIZIRE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kasambya-town-council,region:central,subregion:buganda
parish:mubende-kasambya-town-council-lubona-ward,D031-C221-S010-P007,LUBONA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kasambya-town-council,region:central,subregion:buganda
parish:mubende-kasambya-town-council-kasambya-ward,D031-C221-S010-P018,KASAMBYA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kasambya-town-council,region:central,subregion:buganda
parish:mubende-kasambya-town-council-kirume-ward,D031-C221-S010-P020,KIRUME WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kasambya-town-council,region:central,subregion:buganda
parish:mubende-kasambya-town-council-nakasaga-ward,D031-C221-S010-P030,NAKASAGA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kasambya-town-council,region:central,subregion:buganda
parish:mubende-nabingoola-town-council-nabingoola-ward,D031-C221-S011-P022,NABINGOOLA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-nabingoola-town-council,region:central,subregion:buganda
parish:mubende-nabingoola-town-council-kajumiro-ward,D031-C221-S011-P034,KAJUMIRO WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-nabingoola-town-council,region:central,subregion:buganda
parish:mubende-nabingoola-town-council-gwanika-ward,D031-C221-S011-P036,GWANIKA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-nabingoola-town-council,region:central,subregion:buganda
parish:mubende-nabingoola-town-council-kibaale-ward,D031-C221-S011-P037,KIBAALE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-nabingoola-town-council,region:central,subregion:buganda
parish:mubende-nabingoola-town-council-lwemivubo-ward,D031-C221-S011-P038,LWEMIVUBO WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-nabingoola-town-council,region:central,subregion:buganda
parish:mubende-east-division-kaweri-ward,D031-C290-S001-P003,KAWERI WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-east-division,region:central,subregion:buganda
parish:mubende-east-division-kawumulwa-ward,D031-C290-S001-P030,KAWUMULWA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-east-division,region:central,subregion:buganda
parish:mubende-east-division-kasaana-ward,D031-C290-S001-P038,KASAANA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-east-division,region:central,subregion:buganda
parish:mubende-east-division-kyaterekera-ward,D031-C290-S001-P040,KYATEREKERA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-east-division,region:central,subregion:buganda
parish:mubende-east-division-kanseera-ward,D031-C290-S001-P043,KANSEERA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-east-division,region:central,subregion:buganda
parish:mubende-south-division-busaale-ward,D031-C290-S002-P001,BUSAALE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-south-division,region:central,subregion:buganda
parish:mubende-south-division-kisekende-ward,D031-C290-S002-P005,KISEKENDE WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-south-division,region:central,subregion:buganda
parish:mubende-south-division-kattabalanga-ward,D031-C290-S002-P008,KATTABALANGA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-south-division,region:central,subregion:buganda
parish:mubende-south-division-kirungi-ward,D031-C290-S002-P009,KIRUNGI WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-south-division,region:central,subregion:buganda
parish:mubende-south-division-gayaza-ward,D031-C290-S002-P044,GAYAZA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-south-division,region:central,subregion:buganda
parish:mubende-south-division-lwabagabo-ward,D031-C290-S002-P051,LWABAGABO WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-south-division,region:central,subregion:buganda
parish:mubende-west-division-biwanga-ward,D031-C290-S003-P002,BIWANGA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-west-division-nabikakala-ward,D031-C290-S003-P004,NABIKAKALA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-west-division-katogo-ward,D031-C290-S003-P006,KATOGO WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-west-division-nakayima-ward,D031-C290-S003-P007,NAKAYIMA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-west-division-kayinja-ward,D031-C290-S003-P031,KAYINJA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-west-division-mijunwa-ward,D031-C290-S003-P033,MIJUNWA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-west-division-kasenyi-caltex-ward,D031-C290-S003-P039,KASENYI/CALTEX WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-west-division,region:central,subregion:buganda
parish:mubende-kalonga-busenya,D031-C313-S003-P003,BUSENYA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kalonga,region:central,subregion:buganda
parish:mubende-kalonga-gogwa,D031-C313-S003-P005,GOGWA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kalonga,region:central,subregion:buganda
parish:mubende-kalonga-kyabaduma,D031-C313-S003-P006,KYABADUMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kalonga,region:central,subregion:buganda
parish:mubende-kalonga-budibaga,D031-C313-S003-P007,BUDIBAGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kalonga,region:central,subregion:buganda
parish:mubende-kalonga-kabyuma,D031-C313-S003-P026,KABYUMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kalonga,region:central,subregion:buganda
parish:mubende-kalonga-kalonga,D031-C313-S003-P028,KALONGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kalonga,region:central,subregion:buganda
parish:mubende-kitenga-gogonya,D031-C313-S004-P020,GOGONYA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kitenga,region:central,subregion:buganda
parish:mubende-kitenga-bugonzi,D031-C313-S004-P024,BUGONZI,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kitenga,region:central,subregion:buganda
parish:mubende-kyenda-town-council-kirangwa-ward,D031-C313-S005-P001,KIRANGWA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kyenda-town-council,region:central,subregion:buganda
parish:mubende-kyenda-town-council-nalyankanja-ward,D031-C313-S005-P002,NALYANKANJA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kyenda-town-council,region:central,subregion:buganda
parish:mubende-kyenda-town-council-muleete,D031-C313-S005-P019,MULEETE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kyenda-town-council,region:central,subregion:buganda
parish:mubende-kyenda-town-council-kagoma-ward,D031-C313-S005-P027,KAGOMA WARD,PARISH_TIER,WARD,ADMINISTRATIVE,subcounty:mubende-kyenda-town-council,region:central,subregion:buganda
parish:mubende-kayebe-kiryamenvu,D031-C313-S007-P015,KIRYAMENVU,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kayebe,region:central,subregion:buganda
parish:mubende-kayebe-busooba,D031-C313-S007-P016,BUSOOBA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kayebe,region:central,subregion:buganda
parish:mubende-kayebe-butayunja,D031-C313-S007-P017,BUTAYUNJA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kayebe,region:central,subregion:buganda
parish:mubende-kayebe-rwamaboga,D031-C313-S007-P018,RWAMABOGA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kayebe,region:central,subregion:buganda
parish:mubende-kayebe-kayebe,D031-C313-S007-P025,KAYEBE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mubende-kayebe,region:central,subregion:buganda
parish:mukono-kyampisi-bulijjo,D032-C176-S002-P012,BULIJJO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-kyampisi,region:central,subregion:buganda
parish:mukono-kyampisi-kabembe,D032-C176-S002-P013,KABEMBE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-kyampisi,region:central,subregion:buganda
parish:mukono-kyampisi-kyabakadde,D032-C176-S002-P014,KYABAKADDE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-kyampisi,region:central,subregion:buganda
parish:mukono-kyampisi-ddundu,D032-C176-S002-P015,DDUNDU,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-kyampisi,region:central,subregion:buganda
parish:mukono-kyampisi-ntonto,D032-C176-S002-P016,NTONTO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-kyampisi,region:central,subregion:buganda
parish:mukono-nama-bulika,D032-C176-S004-P006,BULIKA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-nama,region:central,subregion:buganda
parish:mukono-nama-kasenge,D032-C176-S004-P007,KASENGE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-nama,region:central,subregion:buganda
parish:mukono-nama-katoogo,D032-C176-S004-P008,KATOOGO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-nama,region:central,subregion:buganda
parish:mukono-nama-mpoma,D032-C176-S004-P009,MPOMA,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-nama,region:central,subregion:buganda
parish:mukono-nama-namubiru,D032-C176-S004-P010,NAMUBIRU,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-nama,region:central,subregion:buganda
parish:mukono-nama-namawojjolo,D032-C176-S004-P020,NAMAWOJJOLO,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-nama,region:central,subregion:buganda
parish:mukono-koome-islands-bugombe,D032-C177-S001-P001,BUGOMBE,PARISH_TIER,PARISH,ADMINISTRATIVE,subcounty:mukono-koome-islands,region:central,subregion:buganda
