unit_id,source_normalized_id,name,level,unit_type,unit_class,parent_id,region_id,subregion_id
county:kiboga-kiboga-west-county,,KIBOGA WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kiboga,region:central,subregion:buganda
county:kisoro-bufumbira-county-east,,BUFUMBIRA COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:kisoro,region:western,subregion:kigezi
county:kisoro-bufumbira-county-north,,BUFUMBIRA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kisoro,region:western,subregion:kigezi
county:kisoro-bufumbira-county-south,,BUFUMBIRA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kisoro,region:western,subregion:kigezi
county:kisoro-bukimbiri-county,,BUKIMBIRI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kisoro,region:western,subregion:kigezi
county:kisoro-kisoro-municipality,,KISORO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kisoro,region:western,subregion:kigezi
county:kitgum-chua-east-county,,CHUA EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kitgum,region:northern,subregion:acholi
county:kitgum-chua-west-county,,CHUA WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kitgum,region:northern,subregion:acholi
county:kitgum-kitgum-municipality,,KITGUM MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kitgum,region:northern,subregion:acholi
county:kotido-jie-county,,JIE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kotido,region:northern,subregion:karamoja
county:kotido-kotido-municipality,,KOTIDO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kotido,region:northern,subregion:karamoja
county:kumi-kanyum-county,,KANYUM COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kumi,region:eastern,subregion:teso
county:kumi-kumi-county,,KUMI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kumi,region:eastern,subregion:teso
county:kumi-kumi-municipality,,KUMI MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:kumi,region:eastern,subregion:teso
county:lira-erute-county-north,,ERUTE COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:lira,region:northern,subregion:lango
county:lira-erute-county-south,,ERUTE COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:lira,region:northern,subregion:lango
county:luwero-bamunanika-county,,BAMUNANIKA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:luwero,region:central,subregion:buganda
county:luwero-katikamu-county-north,,KATIKAMU COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:luwero,region:central,subregion:buganda
county:luwero-katikamu-county-south,,KATIKAMU COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:luwero,region:central,subregion:buganda
county:masaka-bukoto-county-central,,BUKOTO COUNTY CENTRAL,COUNTY,COUNTY,ADMINISTRATIVE,district:masaka,region:central,subregion:buganda
county:masaka-bukoto-county-east,,BUKOTO COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:masaka,region:central,subregion:buganda
county:masindi-bujenje-county,,BUJENJE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:masindi,region:western,subregion:bunyoro
county:masindi-buruli-county,,BURULI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:masindi,region:western,subregion:bunyoro
county:masindi-masindi-municipality,,MASINDI MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:masindi,region:western,subregion:bunyoro
county:mbale-bungokho-central-county,,BUNGOKHO CENTRAL COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mbale,region:eastern,subregion:bugisu
county:mbale-bungokho-county-north,,BUNGOKHO COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mbale,region:eastern,subregion:bugisu
county:mbale-bungokho-county-south,,BUNGOKHO COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mbale,region:eastern,subregion:bugisu
county:mbarara-kashari-north-county,,KASHARI NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mbarara,region:western,subregion:ankole
county:mbarara-kashari-south-county,,KASHARI SOUTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mbarara,region:western,subregion:ankole
county:moroto-matheniko-county,,MATHENIKO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:moroto,region:northern,subregion:karamoja
county:moroto-moroto-municipality,,MOROTO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:moroto,region:northern,subregion:karamoja
county:moroto-tepeth-county,,TEPETH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:moroto,region:northern,subregion:karamoja
county:moyo-west-moyo-county,,WEST MOYO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:moyo,region:northern,subregion:madi
county:mpigi-mawokota-county-north,,MAWOKOTA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mpigi,region:central,subregion:buganda
county:mpigi-mawokota-county-south,,MAWOKOTA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mpigi,region:central,subregion:buganda
county:mubende-buwekula-county,,BUWEKULA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mubende,region:central,subregion:buganda
county:mubende-buwekula-south-county,,BUWEKULA SOUTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mubende,region:central,subregion:buganda
county:mubende-kasambya-county,,KASAMBYA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mubende,region:central,subregion:buganda
county:mubende-mubende-municipality,,MUBENDE MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:mubende,region:central,subregion:buganda
county:mukono-mukono-county-north,,MUKONO COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mukono,region:central,subregion:buganda
county:mukono-mukono-county-south,,MUKONO COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mukono,region:central,subregion:buganda
county:mukono-mukono-municipality,,MUKONO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:mukono,region:central,subregion:buganda
county:mukono-nakifuma-county,,NAKIFUMA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mukono,region:central,subregion:buganda
county:nebbi-nebbi-municipality,,NEBBI MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:nebbi,region:northern,subregion:west-nile
county:nebbi-padyere-county,,PADYERE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:nebbi,region:northern,subregion:west-nile
county:ntungamo-kajara-county,,KAJARA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:ntungamo,region:western,subregion:ankole
county:ntungamo-ntungamo-municipality,,NTUNGAMO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:ntungamo,region:western,subregion:ankole
county:ntungamo-ruhaama-county,,RUHAAMA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:ntungamo,region:western,subregion:ankole
county:ntungamo-ruhaama-east-county,,RUHAAMA EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:ntungamo,region:western,subregion:ankole
county:ntungamo-rushenyi-county,,RUSHENYI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:ntungamo,region:western,subregion:ankole
county:pallisa-agule-county,,AGULE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:pallisa,region:eastern,subregion:bukedi
county:pallisa-gogonyo-county,,GOGONYO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:pallisa,region:eastern,subregion:bukedi
county:pallisa-kibale-county,,KIBALE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:pallisa,region:eastern,subregion:bukedi
county:pallisa-pallisa-county,,PALLISA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:pallisa,region:eastern,subregion:bukedi
county:rakai-buyamba-county,,BUYAMBA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:rakai,region:central,subregion:buganda
county:rakai-kooki-county,,KOOKI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:rakai,region:central,subregion:buganda
county:rukungiri-rubabo-county,,RUBABO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:rukungiri,region:western,subregion:kigezi
county:rukungiri-rujumbura-county,,RUJUMBURA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:rukungiri,region:western,subregion:kigezi
county:rukungiri-rukungiri-municipality,,RUKUNGIRI MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:rukungiri,region:western,subregion:kigezi
county:soroti-dakabela-county,,DAKABELA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:soroti,region:eastern,subregion:teso
county:soroti-gweri-county,,GWERI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:soroti,region:eastern,subregion:teso
county:soroti-soroti-county,,SOROTI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:soroti,region:eastern,subregion:teso
county:tororo-tororo-municipality,,TORORO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:tororo-tororo-north-county,,TORORO NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:tororo-tororo-south-county,,TORORO SOUTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:tororo-west-budama-central-county,,WEST BUDAMA CENTRAL COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:tororo-west-budama-county-north,,WEST BUDAMA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:tororo-west-budama-county-south,,WEST BUDAMA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:tororo-west-budama-north-east-county,,WEST BUDAMA NORTH EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:tororo,region:eastern,subregion:bukedi
county:adjumani-adjumani-east-county,,ADJUMANI EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:adjumani,region:northern,subregion:madi
county:adjumani-adjumani-west-county,,ADJUMANI WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:adjumani,region:northern,subregion:madi
county:bugiri-bugiri-municipality,,BUGIRI MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:bugiri,region:eastern,subregion:busoga
county:bugiri-bukooli-county-central,,BUKOOLI COUNTY CENTRAL,COUNTY,COUNTY,ADMINISTRATIVE,district:bugiri,region:eastern,subregion:busoga
county:bugiri-bukooli-county-north,,BUKOOLI COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:bugiri,region:eastern,subregion:busoga
county:busia-busia-municipality,,BUSIA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:busia,region:eastern,subregion:bukedi
county:busia-samia-bugwe-central-county,,SAMIA BUGWE CENTRAL COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:busia,region:eastern,subregion:bukedi
county:busia-samia-bugwe-county-north,,SAMIA BUGWE COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:busia,region:eastern,subregion:bukedi
county:busia-samia-bugwe-county-south,,SAMIA BUGWE COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:busia,region:eastern,subregion:bukedi
county:katakwi-ngariam-county,,NGARIAM COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:katakwi,region:eastern,subregion:teso
county:katakwi-toroma-county,,TOROMA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:katakwi,region:eastern,subregion:teso
county:katakwi-usuk-county,,USUK COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:katakwi,region:eastern,subregion:teso
county:nakasongola-budyebo-county,,BUDYEBO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:nakasongola,region:central,subregion:buganda
county:nakasongola-nakasongola-county,,NAKASONGOLA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:nakasongola,region:central,subregion:buganda
county:sembabule-lwemiyaga-county,,LWEMIYAGA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:sembabule,region:central,subregion:buganda
county:sembabule-mawogola-county,,MAWOGOLA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:sembabule,region:central,subregion:buganda
county:sembabule-mawogola-north-county,,MAWOGOLA NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:sembabule,region:central,subregion:buganda
county:sembabule-mawogola-west-county,,MAWOGOLA WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:sembabule,region:central,subregion:buganda
county:kamwenge-kibale-county,,KIBALE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kamwenge,region:western,subregion:tooro
county:kamwenge-kibale-east-county,,KIBALE EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kamwenge,region:western,subregion:tooro
county:kayunga-bbale-county,,BBALE COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kayunga,region:central,subregion:buganda
county:kayunga-ntenjeru-county-north,,NTENJERU COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kayunga,region:central,subregion:buganda
county:kayunga-ntenjeru-county-south,,NTENJERU COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kayunga,region:central,subregion:buganda
county:kyenjojo-mwenge-central-county,,MWENGE CENTRAL COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kyenjojo,region:western,subregion:tooro
county:kyenjojo-mwenge-county-north,,MWENGE COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kyenjojo,region:western,subregion:tooro
county:kyenjojo-mwenge-county-south,,MWENGE COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:kyenjojo,region:western,subregion:tooro
county:mayuge-bunya-county-east,,BUNYA COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:mayuge,region:eastern,subregion:busoga
county:mayuge-bunya-county-south,,BUNYA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mayuge,region:eastern,subregion:busoga
county:mayuge-bunya-county-west,,BUNYA COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:mayuge,region:eastern,subregion:busoga
county:pader-aruu-county,,ARUU COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:pader,region:northern,subregion:acholi
county:pader-aruu-north-county,,ARUU NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:pader,region:northern,subregion:acholi
county:sironko-budadiri-county-east,,BUDADIRI COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:sironko,region:eastern,subregion:bugisu
county:sironko-budadiri-county-west,,BUDADIRI COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:sironko,region:eastern,subregion:bugisu
county:wakiso-busiro-county-east,,BUSIRO COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-busiro-county-north,,BUSIRO COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-busiro-county-south,,BUSIRO COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-entebbe-municipality,,ENTEBBE MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-kira-municipality,,KIRA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-kyadondo-county-east,,KYADONDO COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-makindye-ssabagabo-municipality,,MAKINDYE-SSABAGABO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:wakiso-nansana-municipality,,NANSANA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:wakiso,region:central,subregion:buganda
county:yumbe-aringa-county,,ARINGA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:yumbe,region:northern,subregion:west-nile
county:yumbe-aringa-east-county,,ARINGA EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:yumbe,region:northern,subregion:west-nile
county:yumbe-aringa-north-county,,ARINGA NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:yumbe,region:northern,subregion:west-nile
county:yumbe-aringa-south-county,,ARINGA SOUTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:yumbe,region:northern,subregion:west-nile
county:kaberamaido-kaberamaido-county,,KABERAMAIDO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaberamaido,region:eastern,subregion:teso
county:kaberamaido-ochero-county,,OCHERO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaberamaido,region:eastern,subregion:teso
county:kanungu-kinkizi-county-east,,KINKIZI COUNTY EAST,COUNTY,COUNTY,ADMINISTRATIVE,district:kanungu,region:western,subregion:kigezi
county:kanungu-kinkizi-county-west,,KINKIZI COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:kanungu,region:western,subregion:kigezi
county:nakapiripirit-chekwii-county-kadam,,CHEKWII COUNTY (KADAM),COUNTY,COUNTY,ADMINISTRATIVE,district:nakapiripirit,region:northern,subregion:karamoja
county:nakapiripirit-chekwii-east-county,,CHEKWII EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:nakapiripirit,region:northern,subregion:karamoja
county:amolatar-kioga-county,,KIOGA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:amolatar,region:northern,subregion:lango
county:amolatar-kioga-north-county,,KIOGA NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:amolatar,region:northern,subregion:lango
county:amuria-amuria-county,,AMURIA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:amuria,region:eastern,subregion:teso
county:amuria-orungo-county,,ORUNGO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:amuria,region:eastern,subregion:teso
county:bukwo-kongasis-county,,KONGASIS COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:bukwo,region:eastern,subregion:sebei
county:bukwo-t-oo-county,,T'OO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:bukwo,region:eastern,subregion:sebei
county:butaleja-bunyole-east-county,,BUNYOLE EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:butaleja,region:eastern,subregion:bukedi
county:butaleja-bunyole-west-county,,BUNYOLE WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:butaleja,region:eastern,subregion:bukedi
county:ibanda-ibanda-county-north,,IBANDA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:ibanda,region:western,subregion:ankole
county:ibanda-ibanda-county-south,,IBANDA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:ibanda,region:western,subregion:ankole
county:ibanda-ibanda-municipality,,IBANDA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:ibanda,region:western,subregion:ankole
county:isingiro-bukanga-county,,BUKANGA COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:isingiro,region:western,subregion:ankole
county:isingiro-bukanga-north-county,,BUKANGA NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:isingiro,region:western,subregion:ankole
county:isingiro-isingiro-county-north,,ISINGIRO COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:isingiro,region:western,subregion:ankole
county:isingiro-isingiro-county-south,,ISINGIRO COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:isingiro,region:western,subregion:ankole
county:isingiro-isingiro-west-county,,ISINGIRO WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:isingiro,region:western,subregion:ankole
county:kaabong-dodoth-east-county,,DODOTH EAST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaabong,region:northern,subregion:karamoja
county:kaabong-dodoth-north-county,,DODOTH NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaabong,region:northern,subregion:karamoja
county:kaabong-ik-county,,IK COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaabong,region:northern,subregion:karamoja
county:kaliro-bulamogi-county,,BULAMOGI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaliro,region:eastern,subregion:busoga
county:kaliro-bulamogi-north-west-county,,BULAMOGI NORTH WEST COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kaliro,region:eastern,subregion:busoga
county:kiruhura-kashongi-county,,KASHONGI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kiruhura,region:western,subregion:ankole
county:kiruhura-nyabushozi-county,,NYABUSHOZI COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:kiruhura,region:western,subregion:ankole
county:koboko-koboko-county,,KOBOKO COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:koboko,region:northern,subregion:west-nile
county:koboko-koboko-municipality,,KOBOKO MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:koboko,region:northern,subregion:west-nile
county:koboko-koboko-north-county,,KOBOKO NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:koboko,region:northern,subregion:west-nile
county:manafwa-bubulo-county-west,,BUBULO COUNTY WEST,COUNTY,COUNTY,ADMINISTRATIVE,district:manafwa,region:eastern,subregion:bugisu
county:manafwa-butiru-county,,BUTIRU COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:manafwa,region:eastern,subregion:bugisu
county:mityana-busujju-county,,BUSUJJU COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:mityana,region:central,subregion:buganda
county:mityana-mityana-county-north,,MITYANA COUNTY NORTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mityana,region:central,subregion:buganda
county:mityana-mityana-county-south,,MITYANA COUNTY SOUTH,COUNTY,COUNTY,ADMINISTRATIVE,district:mityana,region:central,subregion:buganda
county:mityana-mityana-municipality,,MITYANA MUNICIPALITY,COUNTY,MUNICIPALITY,ADMINISTRATIVE,district:mityana,region:central,subregion:buganda
county:nakaseke-nakaseke-central-county,,NAKASEKE CENTRAL COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:nakaseke,region:central,subregion:buganda
county:nakaseke-nakaseke-north-county,,NAKASEKE NORTH COUNTY,COUNTY,COUNTY,ADMINISTRATIVE,district:nakaseke,region:central,subregion:buganda
